Date,AAPL
2020-01-03,-0.009769813173829
2020-01-06,0.007936776720509174
2020-01-07,-0.004713750128148579
2020-01-08,0.015957791315826888
2020-01-09,0.02101822026354708
2020-01-10,0.002258233535577872
2020-01-13,0.021139384160457034
2020-01-14,-0.013595145405823798
2020-01-15,-0.004294654744216577
2020-01-16,0.012448580474254968
2020-01-17,0.011010098969800498
2020-01-21,-0.006799755422153436
2020-01-22,0.0035631733331217353
2020-01-23,0.004804009067355528
2020-01-24,-0.002886118075314907
2020-01-27,-0.029846301233524147
2020-01-28,0.027896530437904313
2020-01-29,0.020716438140111825
2020-01-30,-0.0014501631362373807
2020-01-31,-0.04535169422511658
2020-02-03,-0.002749941765222484
2020-02-04,0.0324801024200936
2020-02-05,0.008121430239219444
2020-02-06,0.011629045366346237
2020-02-07,-0.013685934140851801
2020-02-10,0.00473831184719238
2020-02-11,-0.006051593814757327
2020-02-12,0.02347046391712057
2020-02-13,-0.007147082387603903
2020-02-14,0.00024664660836299577
2020-02-18,-0.018480533061487295
2020-02-19,0.014379160196428153
2020-02-20,-0.010312255779874857
2020-02-21,-0.022894803177972753
2020-02-24,-0.048665933617994275
2020-02-25,-0.03445890615152169
2020-02-26,0.015739062696876
2020-02-27,-0.06760255045926707
2020-02-28,-0.0005849917117868868
2020-03-02,0.08901804408809834
2020-03-03,-0.03227425467532945
2020-03-04,0.04534083041122855
2020-03-05,-0.03297489970561384
2020-03-06,-0.013368847656278864
2020-03-09,-0.08239514319006257
2020-03-10,0.06954596805904771
2020-03-11,-0.035347874431811054
2020-03-12,-0.10397782089598592
2020-03-13,0.11315786632835849
2020-03-16,-0.13770832064983607
2020-03-17,0.04303064360197655
2020-03-18,-0.024784474510701215
2020-03-19,-0.0076915578183703835
2020-03-20,-0.06559044253000114
2020-03-23,-0.021473114028952623
2020-03-24,0.09560611989080485
2020-03-25,-0.0055240125384487995
2020-03-26,0.051285214711553756
2020-03-27,-0.042283786447588394
2020-03-30,0.028138462638282576
2020-03-31,-0.0020429945040213123
2020-04-01,-0.05405182083756268
2020-04-02,0.016548973550676385
2020-04-03,-0.014475555423615515
2020-04-06,0.08363980946014642
2020-04-07,-0.011649996921430568
2020-04-08,0.025272591676433382
2020-04-09,0.0071903351832021305
2020-04-13,0.01943766231606222
2020-04-14,0.04926901680359443
2020-04-15,-0.009169081633807502
2020-04-16,0.007914415339022703
2020-04-17,-0.013661799454292706
2020-04-20,-0.020975146459546554
2020-04-21,-0.03139784300874177
2020-04-22,0.028396472417628073
2020-04-23,-0.0038830136561507273
2020-04-24,0.028460597006444825
2020-04-27,0.0007063072794863738
2020-04-28,-0.01634214498790849
2020-04-29,0.032317485600986066
2020-04-30,0.020876478107087114
2020-05-01,-0.01622985309413323
2020-05-04,0.01404934479606892
2020-05-05,0.014897485770925537
2020-05-06,0.010264165237271037
2020-05-07,0.01029201689961845
2020-05-08,0.02352285307730186
2020-05-11,0.01561252954102752
2020-05-12,-0.01149380737149653
2020-05-13,-0.012147902594053019
2020-05-14,0.006124850520892079
2020-05-15,-0.005929675598458882
2020-05-18,0.02328787790400964
2020-05-19,-0.005795056451826799
2020-05-20,0.0192610943174449
2020-05-21,-0.0074832156357326875
2020-05-22,0.006417790597442769
2020-05-26,-0.006796517407934924
2020-05-27,0.004347811369467927
2020-05-28,0.0004398186363383978
2020-05-29,-0.0009748093214178414
2020-06-01,0.012222969567234392
2020-06-02,0.004618937289606933
2020-06-03,0.005490050320558191
2020-06-04,-0.008649684269604139
2020-06-05,0.028082950405678063
2020-06-08,0.005895108836843656
2020-06-09,0.03108985665096825
2020-06-10,0.025402134134822067
2020-06-11,-0.04920149990231043
2020-06-12,0.008596490150096113
2020-06-15,0.012291500471811054
2020-06-16,0.026156846941123153
2020-06-17,-0.0013925644832371632
2020-06-18,0.0003983932331753829
2020-06-19,-0.005730927859578427
2020-06-22,0.02582723163211581
2020-06-23,0.021120001936876617
2020-06-24,-0.017809680185822286
2020-06-25,0.013188194697893424
2020-06-26,-0.031207633612370948
2020-06-29,0.02278508800154109
2020-06-30,0.008313096274671578
2020-07-01,-0.0018933484756886443
2020-07-02,0.0
2020-07-06,0.026398321100458505
2020-07-07,-0.003107326840711862
2020-07-08,0.023022961841831925
2020-07-09,0.00429098058002446
2020-07-10,0.001747724136625959
2020-07-13,-0.004623783650315971
2020-07-14,0.016413075662144946
2020-07-15,0.00685367618990527
2020-07-16,-0.01238119375991376
2020-07-17,-0.002022397936680849
2020-07-20,0.020854981678647487
2020-07-21,-0.013897843795401658
2020-07-22,0.0028054069393522348
2020-07-23,-0.04658480605700654
2020-07-24,-0.0024801816468809712
2020-07-27,0.023423623926328914
2020-07-28,-0.016564135515799
2020-07-29,0.01898704977077991
2020-07-30,0.012027697379697878
2020-07-31,0.09956368547146914
2020-08-03,0.024885245799751717
2020-08-04,0.006655917637498075
2020-08-05,0.0036181047120447856
2020-08-06,0.03429442758004105
2020-08-07,-0.02299818510029627
2020-08-10,0.014430099063146119
2020-08-11,-0.03019124257562521
2020-08-12,0.032694212284518256
2020-08-13,0.017542767147073857
2020-08-14,-0.0008916593533533409
2020-08-17,-0.0026142744110854758
2020-08-18,0.008298118841269462
2020-08-19,0.001254098120059058
2020-08-20,0.02194700660939844
2020-08-21,0.05024874904261592
2020-08-24,0.011889155839795777
2020-08-25,-0.008237667698634236
2020-08-26,0.013507598591961193
2020-08-27,-0.012026363066804605
2020-08-28,-0.0016214456346735947
2020-08-31,0.033349916063129696
2020-09-01,0.03905951146846578
2020-09-02,-0.02093573666236016
2020-09-03,-0.08344784866245956
2020-09-04,0.0006616411599542296
2020-09-08,-0.06966637692187548
2020-09-09,0.03911169650593001
2020-09-10,-0.03319044875183718
2020-09-11,-0.013215802824897612
2020-09-14,0.02955860605580983
2020-09-15,0.0015590738361101711
2020-09-16,-0.029957986297443003
2020-09-17,-0.016092208793090104
2020-09-18,-0.03223424409618639
2020-09-21,0.029875104316533306
2020-09-22,0.015593587067408508
2020-09-23,-0.04285123006700325
2020-09-24,0.010216500172843115
2020-09-25,0.03682960871481986
2020-09-28,0.023588254302719158
2020-09-29,-0.007596524933110248
2020-09-30,0.01496323616331191
2020-10-01,0.008426840497134004
2020-10-02,-0.03281287525933796
2020-10-05,0.030326531145848507
2020-10-06,-0.029088265842958337
2020-10-07,0.016824531344706985
2020-10-08,-0.000956253281913303
2020-10-09,0.017246196085740833
2020-10-12,0.06158471146504775
2020-10-13,-0.02688561936271192
2020-10-14,0.0007429882049436165
2020-10-15,-0.003968607497574631
2020-10-16,-0.01409933320792174
2020-10-19,-0.025873734468629776
2020-10-20,0.013105546256317454
2020-10-21,-0.005461213452045494
2020-10-22,-0.009629516812704285
2020-10-23,-0.00615273071358283
2020-10-26,8.681764267007843e-05
2020-10-27,0.013382528228238657
2020-10-28,-0.04741881900718831
2020-10-29,0.03638018016461354
2020-10-30,-0.057647889487021785
2020-11-02,-0.0008271772749046211
2020-11-03,0.015236940652877451
2020-11-04,0.040024832212724605
2020-11-05,0.034878018622925125
2020-11-06,-0.001136845751684676
2020-11-09,-0.02016976295436534
2020-11-10,-0.003013573346854825
2020-11-11,0.029901204836498732
2020-11-12,-0.002345946255479579
2020-11-13,0.00041936274847026233
2020-11-16,0.008682508952638545
2020-11-17,-0.007593145840228318
2020-11-18,-0.01145652514082189
2020-11-19,0.0051546980876480035
2020-11-20,-0.011017929561713364
2020-11-23,-0.030194049930619648
2020-11-24,0.011527681085247663
2020-11-25,0.007439356500853982
2020-11-27,0.004814802058552097
2020-11-30,0.020880215818294193
2020-12-01,0.030361752013968703
2020-12-02,0.0029291294860414436
2020-12-03,-0.0011381043445211922
2020-12-04,-0.0056284047030518295
2020-12-07,0.012195172755106422
2020-12-08,0.0050780562431328455
2020-12-09,-0.02112513311382734
2020-12-10,0.011917428822801475
2020-12-11,-0.006757438860897307
2020-12-14,-0.005159989961904048
2020-12-15,0.048876265530971075
2020-12-16,-0.0005476537255881175
2020-12-17,0.0069392050384077236
2020-12-18,-0.015977658804728706
2020-12-21,0.01231909095685418
2020-12-22,0.02806703290286256
2020-12-23,-0.007000471895665567
2020-12-24,0.007682524595006428
2020-12-28,0.03514114885553648
2020-12-29,-0.01340441181770617
2020-12-30,-0.008563289663682376
2020-12-31,-0.007732644201495556
2021-01-04,-0.02502958650412937
2021-01-05,0.012288002593017863
2021-01-06,-0.03424113145728623
2021-01-07,0.0335541392224981
2021-01-08,0.0085939157854988
2021-01-11,-0.023523388306934873
2021-01-12,-0.0013962872087751926
2021-01-13,0.016096117990689565
2021-01-14,-0.015242691001746389
2021-01-15,-0.013825626423220267
2021-01-19,0.005412635182886796
2021-01-20,0.03232785733867511
2021-01-21,0.03600218983230557
2021-01-22,0.01594590635543213
2021-01-25,0.02730766982035817
2021-01-26,0.00167776863712696
2021-01-27,-0.007713252212317406
2021-01-28,-0.03561190795896022
2021-01-29,-0.03813863130789881
2021-02-01,0.016384990127107753
2021-02-02,0.00631643272286298
2021-02-03,-0.007808606230417181
2021-02-04,0.025431771832924076
2021-02-05,-0.003102986444030365
2021-02-08,0.0010962378162493061
2021-02-09,-0.006595180190399156
2021-02-10,-0.004568944444355319
2021-02-11,-0.0019221941440910554
2021-02-12,0.0017743039228020785
2021-02-16,-0.016234825657145673
2021-02-17,-0.017801574897990263
2021-02-18,-0.008674024639431564
2021-02-19,0.0012326903269162606
2021-02-22,-0.030251987120791076
2021-02-23,-0.0011117352837984877
2021-02-24,-0.004060452923986501
2021-02-25,-0.035401861746312734
2021-02-26,0.002229157580802069
2021-03-01,0.052451292351979366
2021-03-02,-0.021115035022283034
2021-03-03,-0.024760520558170886
2021-03-04,-0.015938325222455682
2021-03-05,0.010681057653064832
2021-03-08,-0.042566811779961765
2021-03-09,0.03984546467083332
2021-03-10,-0.009209103389979786
2021-03-11,0.016368071650554396
2021-03-12,-0.0076546670758227625
2021-03-15,0.024162335973285442
2021-03-16,0.012662493714406899
2021-03-17,-0.006471325635615451
2021-03-18,-0.0344933479360761
2021-03-19,-0.004490193140422579
2021-03-22,0.02794159766367603
2021-03-23,-0.0069126270486848905
2021-03-24,-0.02019600328123604
2021-03-25,0.004155045435888385
2021-03-26,0.005128125660572101
2021-03-29,0.0014840252417690479
2021-03-30,-0.01235052595779268
2021-03-31,0.018591737248046362
2021-04-01,0.006934620518152428
2021-04-05,0.023303566810526852
2021-04-06,0.002459201736044502
2021-04-07,0.013301559620555892
2021-04-08,0.01905124560348909
2021-04-09,0.020049285745941926
2021-04-12,-0.013321487425064985
2021-04-13,0.024015691362103943
2021-04-14,-0.018014183017666385
2021-04-15,0.018534738565170635
2021-04-16,-0.002530871440869127
2021-04-19,0.005055934655596445
2021-04-20,-0.012913155239826599
2021-04-21,0.002925577603217833
2021-04-22,-0.011754136432116057
2021-04-23,0.017877548227824756
2021-04-26,0.0029735718004837174
2021-04-27,-0.002452590090339213
2021-04-28,-0.006045385616725443
2021-04-29,-0.0007489919932062599
2021-04-30,-0.015248892164060137
2021-05-03,0.008181944692400179
2021-05-04,-0.03602690207780794
2021-05-05,0.001953575296637267
2021-05-06,0.01272134604009536
2021-05-07,0.005313193275575828
2021-05-10,-0.026143419981314166
2021-05-11,-0.0074378229529141054
2021-05-12,-0.025254714731320828
2021-05-13,0.017761030607638895
2021-05-14,0.019650460344751135
2021-05-17,-0.009301729216266484
2021-05-18,-0.011309507616410629
2021-05-19,-0.0012822429743328712
2021-05-20,0.02079429893746182
2021-05-21,-0.014877215147867112
2021-05-24,0.013226328957877356
2021-05-25,-0.0015747371019324632
2021-05-26,-0.00039414910668467563
2021-05-27,-0.01245397849693577
2021-05-28,-0.00536238074311042
2021-06-01,-0.0026517420633323935
2021-06-02,0.006256493138008058
2021-06-03,-0.012228619339391122
2021-06-04,0.018843648197610717
2021-06-07,7.931921631424296e-05
2021-06-08,0.0066497082226819665
2021-06-09,0.003072542548498468
2021-06-10,-0.008055642623557027
2021-06-11,0.009784678271835386
2021-06-14,0.024280477999515996
2021-06-15,-0.006458428852566707
2021-06-16,0.003926794160071761
2021-06-17,0.01252158455251795
2021-06-18,-0.010142965642254293
2021-06-21,0.014005349415818474
2021-06-22,0.012618285342297
2021-06-23,-0.002092138489906139
2021-06-24,-0.002170962787636668
2021-06-25,-0.0022513493335046355
2021-06-28,0.012468065980148865
2021-06-29,0.011434216847239942
2021-06-30,0.004610916034822143
2021-07-01,0.002260709988256526
2021-07-02,0.01940708685840912
2021-07-06,0.014611243351199146
2021-07-07,0.017795759725753233
2021-07-08,-0.009242332207459831
2021-07-09,0.012970296413093252
2021-07-12,-0.004212296089776105
2021-07-13,0.007858226754891917
2021-07-14,0.023815098230826556
2021-07-15,-0.0045027740320201124
2021-07-16,-0.014175869947486382
2021-07-19,-0.027283192235240096
2021-07-20,0.025642245776653357
2021-07-21,-0.00514469642896894
2021-07-22,0.009582521332734741
2021-07-23,0.011917722151808917
2021-07-26,0.0028905577836550187
2021-07-27,-0.015012745108187234
2021-07-28,-0.012270724050766223
2021-07-29,0.004541856526990557
2021-07-30,0.0015094510936279205
2021-08-02,-0.0023337591708823702
2021-08-03,0.012565042906492121
2021-08-04,-0.00278612860192216
2021-08-05,0.000748335403641619
2021-08-06,-0.0047784710162346155
2021-08-09,-0.0003423244935074094
2021-08-10,-0.003359666185202144
2021-08-11,0.00178429749160307
2021-08-12,0.02056051005468483
2021-08-13,0.0014092799724423795
2021-08-16,0.013456927860254155
2021-08-17,-0.006173014911722314
2021-08-18,-0.025831834155708524
2021-08-19,0.002320532587338061
2021-08-20,0.010105375374208527
2021-08-23,0.010204989674897818
2021-08-24,-0.0006016310580516987
2021-08-25,-0.008456747468244378
2021-08-26,-0.005542477946928949
2021-08-27,0.007159000523339574
2021-08-30,0.029963615660715488
2021-08-31,-0.008460511685681666
2021-09-01,0.004468542633376308
2021-09-02,0.007447118635924777
2021-09-03,0.0042215325442880635
2021-09-07,0.01537037121304261
2021-09-08,-0.010134502424366447
